Date,week_of,Verified Purchase,Recommended,Incentivized,Product shade,Rating,Review ID,Review Title,Review,Upvote,Downvote,Reviewer Name,Reviewer Description,AgeRange,SkinConcerns,Unnamed: 15
2012-04-02,01_Apr_2012,No,No,No,,5 stars,P4R5830,Dream moisturizer,"Sephora Associate recommended this to me when I said I was looking for a great facial moisturizer for my skin (sensitivities to aloe, lanolin and Vitamin E limits many options).

You need just a small amount for your face and it feels amazing! Certain parts that were more dry than normal feel amazing and look so much better (no flakiness). Doesn't feel heavy or greasy on the face (I have normal to dry skin).

Can also obviously be used for the rest of the body, which is great for travel - fewer products to pack!",0,0,ducinaltum,Fair skin tone,25-34,,1
2012-04-01,01_Apr_2012,No,No,No,,5 stars,P4R5831,It works!!!!,I ordered the small tube to try before commiting to larger size. I had a small patch along my hair line that would be constantly itchy & red. I tried this product based on other reviews & found out it really works. Now if it happens again (which it does) I use this & its gone. Will definitely order larger size.,0,0,JustMom,"Medium skin tone, Combination skin",Over54,,1
2012-03-31,25_Mar_2012,No,No,No,,5 stars,P4R5832,Sample alone improved my skin!,"You know how you get a little packet sample and it's usually only enough to let you know if you hate a face cream, but not enough to make you like it? One little foil packet of this and I was in LOVE. So whipped and smooth it lasted for a week and my face felt soft and clean and light -- perfectly hydrated whether the day was muggy or cold. Cannot wait to buy the full size!",0,0,aamy,"Medium skin tone, Combination skin",35-44,,1
2012-03-30,25_Mar_2012,No,No,No,,5 stars,P4R5833,moist moist moist,"good price good quality, MUST BUY ! super hydrating, you can use it from head to toe, same quality with those branded moisturizers.",0,0,hurrybunny,"Light skin tone, Combination skin",,,1
2012-03-30,25_Mar_2012,No,No,No,,3 stars,P4R5834,non irritant,"i used this for my photodynamic therapy, my skin felt really sun burnt so i was looking for something natural and helps heal and relieve my skin. I prefer bliss oxy moisturizer only because it made my face more even toned but it was a little pricey... This product works okay and it's affordable and goes a long way.",0,0,kjkl,"Olive skin tone, Oily skin",,,1
2012-03-30,25_Mar_2012,No,No,No,,5 stars,P4R5835,Fabulous for Face!!,"I'm still hunting down the perfect facial moisturizer, and this one is definitely a contender. It's quite intensive! I like it lots, its absorbs rather quickly without feeling too heavy or greasy. It is better suited for winter or drier conditions, because I feel like it is approaching a bit much for me. I'm still a little bit oily, but it hasn't had any negative effects on my face at all. Overall, it's a solid choice, and its versatility is awesome! I can rub the rest into my hands and not feel like I've wasted any of it.",0,0,svorbuuz,"Fair skin tone, Combination skin",,,1
2012-03-29,25_Mar_2012,No,No,No,,5 stars,P4R5836,WOW- love it!,"I thought this would be too creamy, but I love this lotion! I even used it on my face. It was recommended to use on a sunburn, and worked better than aloe vera.",0,0,annielns,"Fair skin tone, Normal skin",25-34,,1
2012-03-29,25_Mar_2012,No,No,No,,5 stars,P4R5837,Light weight champ,This lotion is very light weight yet very hydrating. I have very sensitive skin and I'm able to use this on my face.,0,0,sugarcooke,"Olive skin tone, Normal skin",,,1
2012-03-28,25_Mar_2012,No,No,No,,4 stars,P4R5838,Great lotion...,"I have very sensitive skin and was introduced to this lotion by a consultant at Sephora. This lotion is totally affordable and I have not broken out at all. I use it on my face, hands and I even use it on my kids !",0,0,limom00,"Medium skin tone, Combination skin",35-44,,1
2012-03-27,25_Mar_2012,No,No,No,,5 stars,P4R5839,Awesome-but not for the face,"I got a sample of this, and fouind it left my face moisturized but oily. I didn't like it. Then I read the label and saw that it could be used all over the body. I have problems with my feet and legs being dry and itching really badly at night, so badly that it keeps me awake, and I end up scratching them raw. So I tried this. Holy cow, does it ever work! I've tried other creams, lotions, even Benedryl topicals, and NOTHING ever stopped it. This worked like a dream! I only wish it came in a big tube instead of a tub if you want a larger size. I hate scooping cream out with my hands and getting it all under my nails! But otherwise, this is great stuff for a body moisturizer!!",0,0,aimers,"Medium skin tone, Normal skin",35-44,,1
2012-03-27,25_Mar_2012,No,No,No,,4 stars,P4R5840,medicinal smell,"This cream is heavy duty. A little bit goes a long way. My hands are always dry and cracking because I wash them so much, but this cream makes them soft and looking good in no time. The only downside is the smell. It's like BenGay mentholy - even though it's not strong and doesn't last, it isn't a pleasant first experience.",1,0,honeypunch,"Olive skin tone, Combination skin",25-34,,1
2012-03-27,25_Mar_2012,No,No,No,,5 stars,P4R5841,the best face cream,"this is perfect for dry skin that gets rosacea. It was recommended to me by the rep in Sephora and his skin is like a babys skin, so I had to try it, and it diminished the redness ALOT. My skin is behaving better now, I buy it in the 2 ounce tube for hygenic reasons, I don't like sticking my fingers in a big jar. It isn't a big hype , just very good cream. My son and hubby even uses it.",0,0,linmakescakes,"Light skin tone, Combination skin",35-44,,1
2012-03-27,25_Mar_2012,No,No,No,,5 stars,P4R5842,,I received a sample and went back to get the big jar. Healed my dry hands in a few days.,0,0,petchess,"Medium skin tone, Oily skin",,,1
2012-03-25,25_Mar_2012,No,No,No,,3 stars,P4R5843,It's ok.,"I purchased this ultra repair cream due to amazing reviews. I bought the smaller tube, I think it was $12 which is not bad. I don't think this stuff is a maricle worker but it does smell good and leaves my skin semi hydrated. I have super dry skin, so I will continue the hunt for a good face moisterizer.",0,0,dmuckler86,"Light skin tone, Dry skin",,,1
2012-03-25,25_Mar_2012,No,No,No,,5 stars,P4R5844,I like it,I swim a lot and so I get dry skin from the chemicals. This zaps away the dryness with no issues.,1,0,SwissMiss22,,,,1
2012-03-25,25_Mar_2012,No,No,No,,5 stars,P4R5845,,,0,0,,,18-24,Acne,0
2012-03-25,25_Mar_2012,No,No,No,,5 stars,P4R5846,,,0,0,,,18-24,Acne,0
2012-03-25,25_Mar_2012,No,No,No,,5 stars,P4R5847,,,0,0,,,18-24,Acne,0
2012-03-25,25_Mar_2012,No,No,No,,5 stars,P4R5848,,,0,0,,,18-24,Acne,0
2012-03-25,25_Mar_2012,No,No,No,,5 stars,P4R5849,,,0,0,,,18-24,Acne,0
2012-03-25,25_Mar_2012,No,No,No,,5 stars,P4R5850,,,0,0,,,18-24,Acne,0
2012-03-20,18_Mar_2012,No,No,No,,5 stars,P4R5851,A miracle product,"Ive been looking for a cream for my face for a long time. I have eczema and a mild case of Rosacea, so I have very uneven skin. I was a little weary to try anything new, especially after trying a mask from a beauty store that claims to be made from all natural ingredients, but left me with a swollen face and a trip to the hospital.

After using this cream on a daily basis before bed, my skin tone is more even and less red. I've had very oily skin my whole life, but now that I'm in my late 20's it's also become very dry, and I was unsure what to use, because for years I've been trying products that will take the oil away. This cream moisturizers my face without making it greasy at all. I've even gone out without foundation on my face, which is not something I've done since using a matte foundation to keep my oily and red face at bay since I was 14! I also use this cream on my body for my eczema. I've had a terrible rash on my ankle for 6 months now from my eczema that made my ankle feel like a lizard (no joke) with small scabs from scratching it so often. Within putting this cream on it for a week, it has cleared up my ankle more than any steroid cream my doctor has prescribed.",6,0,agirlwithwheels,Olive skin tone,25-34,,1
2012-03-20,18_Mar_2012,No,No,No,,5 stars,P4R5852,Awesome!!,I love this product. I have a very sensitive skin and I have tried tons of product to calm or get rid of rashes..nothing works like this one. I love it because there is barely smell and not sticky!!! I also bought the tube one do that I can carry with me all the time. I do recommend this one for the people who has the very sensitive skin like me. You won't be disappointed about this product!! :D,0,0,bapiwan,Olive skin tone,25-34,,1
2012-03-20,18_Mar_2012,No,No,No,,5 stars,P4R5853,Love this cream!,This cream instantly makes my dry skin feel better. It does not just put a greasy film on my skin as some lotions do. It absorbs in and my skin looks and feels less chafed. It helps when i sunburn or when i just have dry spots.,0,0,marleece,"Fair skin tone, Dry skin",35-44,,1
2012-03-19,18_Mar_2012,No,No,No,,5 stars,P4R5854,,"I received this as a sample with my order and would definitely buy a full sized bottle. I have dry patches on my hands in the winter, especially on my skin between my thumb and index finger, and it is so bad to the point where the skin splits open. After using this cream once on my hands, I saw immediate improvement. I've barely finished the sample and the skin has completely healed. It has a creamy but lightweight texture, and absorbs quickly. It is unscented which is a plus, but careful not to get any in your eyes because it burned mine like crazy when I rubbed my eyes with my hands after getting this cream. I think it would be too much for facial use, but perfect for everywhere else. Expensive but you only need a little bit to cover a larger area!",0,0,k617,"Medium skin tone, Combination skin",,,1
2012-03-19,18_Mar_2012,No,No,No,,5 stars,P4R5855,Thumbs Up!,"Purchased this for my facial eczema, my skin is very sensitive and i have mild rosacea ( avoiding the cheek) use it on my forehead, around the eyes, so far so good. I also have been using it on my son (he also has eczema), and it is really helping him, i saw a huge difference in two days.",0,0,sirenadelbarrio,"Light skin tone, Combination skin",25-34,,1
2012-03-19,18_Mar_2012,No,No,No,,5 stars,P4R5856,Great for sensitive skin :),"I have a skin/autoimmune disorder called dermatomyositis which leaves my skin red, itchy, dry and extremely sensitive. I was actually searching for just a facial moisturizer when I came across this. I didn't want to buy the full size product at first. So luckily I was able to recieve this as a free sample with another Sephora order. I tried it on my face first and was instantly satisfied. It's pretty thick but it didn't leave a film or a greasy feeling. I got compliments at work on how soft my skin looked. After that it was a no brainer for me to purchase the full size product. I've even started using it on the rest of my body and it has an instant soothing feeling. My skin has started to feel much better already. I'm sure the container that I have will last a really long time but I will definately be buying more!",0,0,tiffanytrauth,"Light skin tone, Combination skin",25-34,,1
2012-03-18,18_Mar_2012,No,No,No,,3 stars,P4R5857,Not impressed,I have to be very careful to only get very little on my fingers to use. The product is too thick for when my skin dries out and ends up leaving me greasy. It smothers my skin. So I don't really use it. Now I have very sensitive skin so anything will make me break out so it might work for others.,0,1,liz2702,,25-34,,1
2012-03-18,18_Mar_2012,No,No,No,,5 stars,P4R5858,Great for Eczema,"I love this product because I have the dreaded eczema skin! Ugh it's such a disaster....well that is until I found this product! It really calms my skin and reduces redness, I even use it on my face its that good.",0,0,meloncholy,"Light skin tone, Dry skin",,,1
2012-03-17,11_Mar_2012,No,No,No,,4 stars,P4R5859,"Great for body, not face",I bought this lotion for my face in the winter because it gets so dry. Greasy when applied to normally oily skin but works fantastic on body. A little goes a long way!,0,0,ljh147,"Fair skin tone, Oily skin",,,1
2012-03-17,11_Mar_2012,No,No,No,,5 stars,P4R5860,Amazing.,"I got a sample with my last purchase, and I immediately ordered a full-size. I've had difficult dry, irritated, uneven, acne-prone skin for quite some time with little relief, but this little beauty worked instantly and lasted.",0,0,odiie,"Fair skin tone, Dry skin",,,1
2012-03-16,11_Mar_2012,No,No,No,,5 stars,P4R5861,Works for my dry legs,I tried the sample on my legs which get itchy from shaving. I really liked it so I bought it along with the shave cream and I have been very happy. I am not scratching my legs raw anymore.,10,0,lornoz,"Light skin tone, Normal skin",35-44,,1
2012-03-16,11_Mar_2012,No,No,No,,5 stars,P4R5862,really works,applied once on my chapped cheeks. skin felt soft and smooth over night,0,0,taniaboo,"Fair skin tone, Combination skin",25-34,,1
2012-03-15,11_Mar_2012,No,No,No,,5 stars,P4R5863,Awesome.,"So creamy and smooth. I have been using several other brands, ole henriksen, fresh, etc...and I think this is the best buy for your money. I have super sensitive skin and breakout easily, this never irritates my skin. Very moisturizing and never greasy.",0,0,celiam,"Light skin tone, Combination skin",25-34,,1
2012-03-15,11_Mar_2012,No,No,No,,5 stars,P4R5864,Very moisturizing,This cream is very luxorious and creamy. I love it!!!!!! It doesnt make you oily after and its the perfect amount of moisture and its such a pleasure putting it on!,0,0,eeddi,,,,1
2012-03-15,11_Mar_2012,No,No,No,,5 stars,P4R5865,A life-saver in winter,"I frequently have problems with dry skin on my face in the winter, due to the topical creams I use for my acne. I often get slightly flaky skin as soon as the weather gets cold, when then makes my makeup look off. After seeing the review for this product, I thought I'd give it a try, and it's GREAT. I use it on my face each night, and I've had no problems with dry skin every since. It's a very rich, thick lotion but a little bit goes a long ways and it's surprisingly lightweight once it's absorbed.",0,0,jlindy,"Fair skin tone, Combination skin",,,1
2012-03-12,11_Mar_2012,No,No,No,,2 stars,P4R5866,Not a night cream,"An associate at Sephora recommended this as a night cream for me as I have really dry skin. I used it once, and realized it did nothing. It seems like a nice thick cream for your hands, but that's really about it.",1,0,mrsbaine,"Deep skin tone, Dry skin",25-34,,1
2012-03-12,11_Mar_2012,No,No,No,,5 stars,P4R5867,lifesaver,"my skin is super sensitive and always gets itchy, dry, and red in the winter. i thought i was out of luck until i found this cream. it does EXACTLY what it says it does... it moisturizes and keeps my skin hydrated and soft in the harsh winter weather. after a week using it, my facial skin was no longer dry, ashy, or itchy. love it!",0,0,patty423,"Light skin tone, Combination skin",,,1
2012-03-12,11_Mar_2012,No,No,No,,5 stars,P4R5868,Very hydrating!,I got a sample of this and gave it to my step-father that has very dry skin (particularly on his hands) due to diabetes and he has tried everything! He loved it so much he just asked me to order him a full size product:),2,2,sarahkilometers,"Fair skin tone, Combination skin",25-34,,1
2012-03-11,11_Mar_2012,No,No,No,,5 stars,P4R5869,Great cream,This cream has helped a lot with my dry skin due to the cold winter. It has not caused any breakouts and feels good on the skin.,0,0,jeng11,"Fair skin tone, Combination skin",35-44,,1
2012-03-11,11_Mar_2012,No,No,No,,4 stars,P4R5870,So soothing,"This is soooo soothing. My skin feels soft, smooth, non-greasy, and kind of refreshed. I love how well my skin feels. It's wonderful. I wish it was a little less expensive and the seal was a little easier to open. Otherwise, it's great!",0,0,ninjagurl,"Medium skin tone, Dry skin",25-34,,1
2012-03-10,04_Mar_2012,No,No,No,,5 stars,P4R5871,Amazing,"Absorbs really fast, no fragrance and doesn't leave a sticky feel all over. I want a bigger tub of this to use it on my feet!",0,0,byrdeeo,"Olive skin tone, Oily skin",35-44,,1
2012-03-10,04_Mar_2012,No,No,No,,5 stars,P4R5872,Best moisturizer,"I got this as a sample and immediately bought the biggest size I could. It works as both a day an night moisturizer, and feels very refreshing. I use this with the Murad anti-acne cleanser, and haven't had a pimple in weeks. Love.",0,0,heelairee,"Medium skin tone, Combination skin",25-34,,1
2012-03-10,04_Mar_2012,No,No,No,,5 stars,P4R5873,Fantastic!,"I received a sample of this product and fell in love with it! My skin was very dry, itchy, red, and had bumps on my cheeks. I felt immediate relief when I put it on and a few days later my face looked brighter and the bumps were gone! It's awesome!",0,0,jessicalee413,,25-34,,1
2012-03-10,04_Mar_2012,No,No,No,,5 stars,P4R5874,Best cream,I love this cream for the winter. I have dry skin that becomes very itchy during the winter. This helps calm the itchy skin and the smell does not bother me.,0,0,kst74,"Fair skin tone, Dry skin",35-44,,1
2012-03-10,04_Mar_2012,No,No,No,,5 stars,P4R5875,repair it did,"I had been using a pretty intensive retinol cream to fight my acne. As a result, my skin turn red, flaky, very irritated, and dry. I saw this product, and immediately knew I needed it to soothe my skin. It really did save my skin. Within a few day, the redness disappeared, flakiness disappeared, and a healthy glow took it's place. Love this product and will definitely purchase again!",0,0,mcconn84,"Olive skin tone, Combination skin",25-34,,1
2012-03-10,04_Mar_2012,No,No,No,,5 stars,P4R5876,Amazing,"I had a major rash due to contact dermatitis and it took up half of both my legs. I purchased this product in my last ditch effort before going to the doctor and this stuffed worked. I applied this the night that I got it, after using the Ultra Repair Wash that came in the duo, and the next day there was a noticeable reduction in my rash. It took almost 2 weeks to clear my rash, but I've applied every product that I thought might work for the last 4 months. This is the only thing that helped me. I just wished I would've tried this first. I also have rosacea and combination skin and this has helped with the redness. When I apply this I use this mainly on the dry parts of my face like my cheeks and very little in my T-Zone. My skin looks more even and very soft. However, it is thick, so I don't know if I'd continue to use this during the summer heat in Texas. If I do use this in the summer I'll apply as little as possible. I'm very happy with my purchase.",0,0,redneckprincess,"Light skin tone, Combination skin",25-34,,1
2012-03-09,04_Mar_2012,No,No,No,,5 stars,P4R5877,best moisturiser for sensitive skin,"The only thing this cream needs is SPF and I would wear it year long. It absorbs easily, leaves your skin light and baby soft. If you have eczema, this is the cream for you, it may sting a bit if the skin is cracked but that will disappear with frequent applications. The face cream with teh SPF in it from first beauty is oily and not as light as this formula. PLease Please add SPF 30 to this cream!",0,0,akaber,"Light skin tone, Dry skin",25-34,,1
2012-03-08,04_Mar_2012,No,No,No,,5 stars,P4R5878,Miracle is an understatement,"I was having a lot of trouble with extremely dry, itchy skin on my hands. I tried a number of heavy-hitter creams and lotions, but the ones that worked were always super greasy (a la actual petroleum jelly). I received a sample of FAB Ultra Repair Cream with a Sephora order, and wIthin 24 hours I was back on sephora.com ordering the biggest vat I could find.

It is gentle yet extremely effective. The active ingredient is colloidal oatmeal, which soothes and actually repairs dry, cracked, damaged skin. It isn't greasy and it leaves hands with a nice soft texture. I cannot recommend this product enough. It saved my hands (and my sanity) this winter.",0,0,bhen,"Fair skin tone, Combination skin",25-34,,1
2012-03-08,04_Mar_2012,No,No,No,,5 stars,P4R5879,Best face lotion ever!!!!,I have really dry skin and this lotion does the job. Its not greasy at all. Would recommend this lotion to anyone that has really dry skin.,0,0,sierra86,"Olive skin tone, Dry skin",25-34,,1
2012-03-07,04_Mar_2012,No,No,No,,5 stars,P4R5880,Amazing!,I have sjogren's syndrome and because of this I am prone to really dry skin. I moved from a tropical climate to a very dry climate recently and needed to find a new moisturizer. A consultant at Sephora recommended this product and I don't know what I did before I started using this moisturizer! I am finally finding balance to my skin in the dry winter weather. I highly recommend this for anyone with dry skin!,0,0,alibra,"Fair skin tone, Dry skin",25-34,,1
2012-03-07,04_Mar_2012,No,No,No,,5 stars,P4R5881,wonderful cream,THIS CREAM IS GREAT FOR DRY SKIN AND I LOVE TO RUB IT ON MY FEET. IT REALLY SOFTENS AND LASTS.,0,0,cc123456789,"Medium skin tone, Combination skin",Over54,,1
2012-03-07,04_Mar_2012,No,No,No,,5 stars,P4R5882,Great for Everything,"I had a crack in my heel that was really deep, this worked on that and all of my other foot dryness. My heels were in bad shape, not any more.

This worked on my hands too, not dry and with Michigan winters that's pretty hard to do.

It also worked on mild wind burn. I bought the little tube on vacation and came back for the bigger tub. Use it every day now!",0,0,ronniekitty,"Fair skin tone, Combination skin",35-44,,1
2012-03-07,04_Mar_2012,No,No,No,,5 stars,P4R5883,,Best over the counter cream I've tried.,0,0,todayistuesday,,25-34,,1
2012-03-06,04_Mar_2012,No,No,No,,5 stars,P4R5884,HG moisturizer,I use this moisturizer on my face and its awesome! Very light weight and absorbent. Does not cause any break out or irritation. I will definitely continue to use this product.,0,0,daniwin,Medium skin tone,25-34,,1
2012-03-06,04_Mar_2012,No,No,No,,4 stars,P4R5885,still flakey,"I have been using this product for about 3 weeks now. It has made my hands and elbows soft, but my face is still flakey and I use it morning and night. I'm not going to give up on it just yet though because it has greatly transformed my elbows.",0,0,haykelley,"Fair skin tone, Dry skin",25-34,,1
2012-03-05,04_Mar_2012,No,No,No,,5 stars,P4R5886,Outstanding,I have tried so many different moisturizers and none have left my skin feeling as soft as this one. I have very sensitive skin and breakout easily. This not only moisturizers without causing irritation but softens as well. So worth the money!!,0,0,anniei,"Light skin tone, Dry skin",45-54,,1
2012-03-05,04_Mar_2012,No,No,No,,5 stars,P4R5887,What a find!,Simply the best cream for weather sensitive skin.,0,0,supersub,"Fair skin tone, Dry skin",Over54,,1
2012-03-04,04_Mar_2012,No,No,No,,5 stars,P4R5888,Simple and yet EFFECTIVE.,"I realize that i can't live without this moisturizer. My face gets flaky and dry in the winter time and it's annoying when it comes to foundation or concealer on my skin. I used this last winter and I remember i didn't find myself hating every new foundation/tinted moisturizer. This year, without this I notice that i hate nearly all of my bb creams, foundations, tinted moisturizer, even my concealer. HATE THEM. it's because i expect my makeup to be moisturizing and not accentuate any flakiness on my skin. I ran out of this cream so i had NO intention on repurchasing because i like to try new product and hope for better ones. This is a keeper, because I almost NEVER go back to a product, especially moisturizer. this does not even skin tone, at least i don't see it, but it soothes sensitive skin and it melt into your skin quickly. Its surprising how the cream sinks into my skin because its very thick. It looks like it would rest on the surface of the skin, but not the case at all. A repurchased item. Hurray First Aid Beauty:D",6,0,curios,"Medium skin tone, Dry skin",,,1
2012-03-04,04_Mar_2012,No,No,No,,5 stars,P4R5889,Nice product,Really like this. I had some skin problems on my face that wouldnt heal after a week or two. I put thos pn my face as a last resort and everytging cleared right up. Seems good for dry or sensitive skin. Havent even tried it on my body yet.,0,0,glittergrrl32,Medium skin tone,25-34,,1
2012-03-04,04_Mar_2012,No,No,No,,5 stars,P4R5890,Ultra Repair Cream,I love this stuff and so do my kids. Its great for sensitive skin. Can't do with out it.,0,0,julijack,"Light skin tone, Normal skin",45-54,,1
2012-03-04,04_Mar_2012,No,No,No,,5 stars,P4R5891,AMAZING!!!!!!!!!!!!!,"I LOVE THIS!!!!!!!!!! For years I have struggled with dry patches of skin and eczema on my hands and legs. I would find something that seemed to work but after a few days it was back to red, itchy dry skin. This stuff is not like that!!!!! From the first time you use it your skin is soft and moisturized. I love it!!! A little goes a long way with this and it's a little pricey but worth EVERY PENNY!!!!!!!",0,0,manda0719,Light skin tone,25-34,,1
2012-03-04,04_Mar_2012,No,No,No,,2 stars,P4R5892,did not work,bought it after reading so many positive reviews. It did not work for me! It balls up on my face and does not absorb at all.,1,0,qqboston,"Light skin tone, Combination skin",25-34,,1
2012-03-04,04_Mar_2012,No,No,No,,5 stars,P4R5893,Wonderful! Highly recommend!,Love this cream! I will definitely purchase again.,0,0,rebecca816,"Fair skin tone, Dry skin",35-44,,1
2012-03-03,26_Feb_2012,No,No,No,,5 stars,P4R5894,Total Moisture.,"It's not supposed to have a specific smell, but it smells kind of menthal like to me which is refreshing. It's extremely moisturizing, and makes your skin feel silky.
My favorite usage of the repair cream is for my legs, I don't recomend it for the face though because it's a little too heavy for that in my opinion.",0,1,dollfacefallon,Fair skin tone,,,1
2012-03-03,26_Feb_2012,No,No,No,,5 stars,P4R5895,I have normal skin and it works for me!,"FANTASTIC! I kept reading about people who had problem skin who loved it but I didn't know if it would work for me. It so does! I love it!! It took me a few uses to really love it. At first, I didn't like it so much. I had been using Ponds before and its super greasy so I though that this one needed to be that way too. It is not greasy at all. It absorbs really quickly so you need to work fast and make sure you put enough on your face, I usually dot it around. It doesn't have SPF and I use it during the daytime too, so I mix it with a Kiss My Face spray sunscreen, and it works perfectly! I also love the light eucalyptus-y smell. I am never using anything else! Honestly, any product that can keep a 4.7 or 4.8 rating with over 1,000 reviews works for me. Perfection! (It's animal friendly too!!!)",2,0,gaonmymind,"Medium skin tone, Normal skin",,,1
2012-03-03,26_Feb_2012,No,No,No,,5 stars,P4R5896,,This stuff is awesome! I use it every night and it just makes my skin feel great.,0,0,oohlaflawless,"Fair skin tone, Combination skin",,,1
2012-03-03,26_Feb_2012,No,No,No,,4 stars,P4R5897,Great night time cream....,I have been using this cream overnight. Usually after I use the exfoliant pads. My skin feels great in the morning. The only reason I didn't give it 5 stars is I'm sure I've used a couple of other products that work as well.,0,0,Seel,,,,1
2012-03-03,26_Feb_2012,No,No,No,,5 stars,P4R5898,Awesome for Sensitive skin,"I have very sensitive skin and often break out from moisturizers. This is the BEST! I use it every day on legs, elbows, and several times a day on hands. I even carry it with me at all times. It works and soothes my skin too.",0,0,woodhouse18,Medium skin tone,45-54,,1
2012-03-01,26_Feb_2012,No,No,No,,5 stars,P4R5899,Hydrates & Heals,"I got a puppy and my hands were covered with tiny bite marks (he's teething), nicks and scratches; they were also really dry. This lotion actually healed my cuts. After using it once my hands were smooth, after using it twice most of my cuts were healed, after a few more days they were all healed and my hands look great. This lotion is amazing!",0,0,carab3,"Light skin tone, Combination skin",35-44,,1
2012-03-01,26_Feb_2012,No,No,No,,4 stars,P4R5900,,I haven't been using this long enough to give it a really honest review. I do like the creamy texture and it melts right into the skin. I hope with faithful usage it will help improve my skin's appearance.,0,2,dchris,Fair skin tone,Over54,,1
2012-03-01,26_Feb_2012,No,No,No,,5 stars,P4R5901,love it,i have really bad dry/oily shine face and when i used this product on couples weeks aqo and they worked. its worth the price and the cream.,1,1,lovebeauty21,"Medium skin tone, Dry skin",,,1
2012-03-01,26_Feb_2012,No,No,No,,5 stars,P4R5902,Awesome!,"absorbs quickly and moisturizes wonderfully, my skin drys out ton with my acne medication, and this stuff saves it!",0,0,samham1,"Olive skin tone, Combination skin",,,1
2012-02-28,26_Feb_2012,No,No,No,,5 stars,P4R5903,,"This is hands down the best face cream I have ever used, and the only one I've consistently used every night since I bought it. At first, the weird medicinal smell kind of turned me off, but after using it every night after washing my face, I noticed the dry patches were not as red and flaky as they used to be (that was what I bought the cream for). But the best part was that the small blackheads on my cheek and nose appeared MUCH less often since I started using this.

I would suggest applying the cream right after rinsing your face, and as the first layer. Also, if I know I'm spending the day at home, I just use this stuff (and nothing else) in the morning and it lasts all day. It feels oily and smells funny when you first put it on, but then the sheen and odor disappear, along with all the dry flaky skin. It has even made my skin even less oily, if that's possible, since now I can rub my forehead in the afternoon and oil won't come off onto my fingers.

It's expensive, but it works!",8,0,anya66,"Medium skin tone, Combination skin",,,1
2012-02-28,26_Feb_2012,No,No,No,,4 stars,P4R5904,Really Moisturizing Without Feeling Oily,"This product is great because it absorbs so quickly into the skin, and doesn't feel greasy or leave a residue after. It's a little weird sometimes (I tried to put it on my lips and it started tingling, almost like it was making them go numb), but I've used it on my face, hands, and even my back which sometimes feels dry after I shower.

Overall, it's a great all-purpose moisturizer, but I wouldn't use it as my primary face moisturizer.",0,0,seanemarie,"Medium skin tone, Combination skin",,,1
2012-02-26,26_Feb_2012,No,No,No,,5 stars,P4R5905,Best cream for sensitive skin ever,"I have roseaca as well as eczema (lucky me) and most creams, even those that say they are for sensitive skin, make me break out into a horrible rash, red face, etc. This actually works - moisturizes and calms the redness and doesn't make me break out.",2,0,jellybeanaddict,"Fair skin tone, Combination skin",35-44,,1
2012-02-26,26_Feb_2012,No,No,No,,5 stars,P4R5906,Works!,I bought the 2oz bottle to try it out and I really like it. I have noticed the redness around my mouth has lessened a lot! I even got some for my sister's B-Day and she likes it too. It never irritated my skin. It feels good when I apply it!,0,0,kissthebeast,"Light skin tone, Oily skin",,,1
2012-02-24,19_Feb_2012,No,No,No,,5 stars,P4R5907,A good find.,It is very moisturizing and it doesn't make my face turn red like a most moisturizers. You do have to use quite a bit of the product in order to cover entire face and for it to work well.,0,0,c4reless,"Medium skin tone, Combination skin",,,1
2012-02-24,19_Feb_2012,No,No,No,,2 stars,P4R5908,Bummed,It felt good when I put it on but within a few days my skin was much dryer than when I started. I think my experience is unusual though.,0,0,cierrablue,"Fair skin tone, Dry skin",45-54,,1
2012-02-24,19_Feb_2012,No,No,No,,4 stars,P4R5909,First Aid Beauty Ultra Repair Cream,I bought this for my niece who has severe allergies and ezcema. It moisturized well but made her skin very tight. She stopped using because it felt like her lip was going to split. Seems like a great cream but her skin is very hard to work with.,0,1,daniellerose,"Light skin tone, Normal skin",25-34,,1
2012-02-24,19_Feb_2012,No,No,No,,4 stars,P4R5910,Ultra Repair Cream,"This is a great product. It absorbs quickly, is non-greasy, and really keeps my skin hydrated for the entire day. I do a lot of skin peels, and am a regular retinol user--so having a good moisturizer is a must for me. They only reason I rate it a 4 instead of a 5 is because it lacks one thing--a sun screen. I usually have put an SPF lotion on over top of this product when going outside in the daytime. Fabulous product, and great value--don't have to use a lot of it, so it lasts a long time.",6,0,msmelinda,"Medium skin tone, Normal skin",35-44,,1
2012-02-23,19_Feb_2012,No,No,No,,4 stars,P4R5911,"Much love for dry, North Dakotan skin in winter","I adore this cream. While I do not use it on my face (I'm a 20something and my skin doesn't need such intense moisturizing just yet), I love this for my dry, cracked hands and elbows especially. It absorbs quickly and is non-greasy. I really have tried many many hand creams and this is my favorite so far. 4 stars (41/2 if I could) for the slightly medicinal smell (but totally something I can deal with, it really is noticeable to me only and noticeable only when I bring my hands to my nose to smell).",0,0,margiebee,"Light skin tone, Combination skin",,,1
