Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Demographic,54,4.962962962962963,7, never caused an acne flare,13,13,5.0,5.0,, Purchased for my daughter,P4R678,5,13 June 2020,Yes,Yes,No,4,0,45-54,Aging
Positive,,,,Skin,700,4.817142857142857,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, this eczema Spot,P4R678,5,13 June 2020,Yes,Yes,No,4,0,45-54,Aging
Positive,,,,Skin,700,4.817142857142857,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry patch is fading,P4R678,5,13 June 2020,Yes,Yes,No,4,0,45-54,Aging
Negative,,,,Demographic,54,4.962962962962963,7, never caused an acne flare,13,13,5.0,5.0,, Purchased for my daughter,P4R678,5,13 June 2020,Yes,Yes,No,4,0,45-54,Aging
Negative,,,,Skin,699,4.816881258941344,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, this eczema Spot,P4R678,5,13 June 2020,Yes,Yes,No,4,0,45-54,Aging
Negative,,,,Skin,699,4.816881258941344,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry patch is fading,P4R678,5,13 June 2020,Yes,Yes,No,4,0,45-54,Aging
Positive,,,,Skin,700,4.817142857142857,14, Age is [35],12,11,4.7272727272727275,4.5,, super dry skin,P4R679,5,12 June 2020,No,Yes,No,4,1,,Dullness
Negative,,,,Skin,699,4.816881258941344,14, Age is [35],12,11,4.7272727272727275,4.5,, super dry skin,P4R679,5,12 June 2020,No,Yes,No,4,1,,Dullness
Positive,,,,Skin,700,4.817142857142857,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R680,3,12 June 2020,Yes,No,No,0,0,,Acne
Negative,,,,Skin,699,4.816881258941344,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R680,3,12 June 2020,Yes,No,No,0,0,,Acne
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, It’s hydrating,P4R681,1,12 June 2020,No,No,No,12,5,,Acne
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, It’s hydrating,P4R681,1,12 June 2020,No,No,No,12,5,,Acne
Positive,,,,Skin,700,4.817142857142857,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema (stress-related),P4R682,5,12 June 2020,Yes,Yes,No,2,0,,Acne
Positive,,,,Skin,700,4.817142857142857,25, skin that was flaking,13,13,4.846153846153846,4.846153846153846,, horrible itchy dryness,P4R682,5,12 June 2020,Yes,Yes,No,2,0,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, saved my face,P4R682,5,12 June 2020,Yes,Yes,No,2,0,,Acne
Positive,,,,Application,74,4.797297297297297,0, Very gentle,16,15,4.866666666666666,4.8125,, both face and body,P4R682,5,12 June 2020,Yes,Yes,No,2,0,,Acne
Negative,,,,Skin,699,4.816881258941344,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema (stress-related),P4R682,5,12 June 2020,Yes,Yes,No,2,0,,Acne
Negative,,,,Skin,699,4.816881258941344,25, skin that was flaking,13,13,4.846153846153846,4.846153846153846,, horrible itchy dryness,P4R682,5,12 June 2020,Yes,Yes,No,2,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, saved my face,P4R682,5,12 June 2020,Yes,Yes,No,2,0,,Acne
Negative,,,,Application,74,4.797297297297297,0, Very gentle,16,15,4.866666666666666,4.8125,, both face and body,P4R682,5,12 June 2020,Yes,Yes,No,2,0,,Acne
Positive,,,,Performance,76,4.921052631578948,4, Very gentle,10,10,4.7,4.7,, heeled my dry skin,P4R683,5,12 June 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, price points its much much better,P4R683,5,12 June 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Performance,76,4.921052631578948,4, Very gentle,10,10,4.7,4.7,, heeled my dry skin,P4R683,5,12 June 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, price points its much much better,P4R683,5,12 June 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, cleared my redness,P4R684,5,10 June 2020,No,Yes,No,1,0,,Aging
Positive,,,,Skin,700,4.817142857142857,9, soaks well,43,41,4.804878048780488,4.813953488372093,, my skin feel moisturizerd,P4R684,5,10 June 2020,No,Yes,No,1,0,,Aging
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, cleared my redness,P4R684,5,10 June 2020,No,Yes,No,1,0,,Aging
Negative,,,,Skin,699,4.816881258941344,9, soaks well,43,41,4.804878048780488,4.813953488372093,, my skin feel moisturizerd,P4R684,5,10 June 2020,No,Yes,No,1,0,,Aging
Positive,,,,Skin,700,4.817142857142857,9, soaks well,43,41,4.804878048780488,4.813953488372093,, my skin not broken out,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,700,4.817142857142857,21, combination acne prone skin,32,32,4.96875,4.96875,, hormonal acne,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,700,4.817142857142857,41, absorbs very well,13,13,5.0,5.0,, bumps on my arms,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Allergy,44,4.840909090909091,0, very dry T-Zone quickly,23,22,4.909090909090909,4.869565217391305,, his hasn’t instigated,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Texture,241,4.775933609958506,16, good hydrating moisturizer,17,17,4.823529411764706,4.823529411764706,, no leftover residue,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Demographic,54,4.962962962962963,0, very dry T-Zone quickly,23,22,4.863636363636363,4.869565217391305,, mother,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Negative,,,,Skin,699,4.816881258941344,9, soaks well,43,41,4.804878048780488,4.813953488372093,, my skin not broken out,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Negative,,,,Skin,699,4.816881258941344,21, combination acne prone skin,32,32,4.96875,4.96875,, hormonal acne,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Negative,,,,Skin,699,4.816881258941344,41, absorbs very well,13,13,5.0,5.0,, bumps on my arms,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Negative,,,,Allergy,44,4.840909090909091,0, very dry T-Zone quickly,23,22,4.909090909090909,4.869565217391305,, his hasn’t instigated,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Negative,,,,Texture,241,4.775933609958506,16, good hydrating moisturizer,17,17,4.823529411764706,4.823529411764706,, no leftover residue,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Negative,,,,Demographic,54,4.962962962962963,0, very dry T-Zone quickly,23,22,4.863636363636363,4.869565217391305,, mother,P4R685,5,10 June 2020,No,Yes,No,2,0,,Sensitivity
Positive,,,,Skin,700,4.817142857142857,25, skin that was flaking,13,13,4.846153846153846,4.846153846153846,, eases the pain and itch,P4R686,5,07 June 2020,No,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,25, skin that was flaking,13,13,4.846153846153846,4.846153846153846,, eases the pain and itch,P4R686,5,07 June 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, don't wake up with a greasy face,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, don't get super oily,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, don't wake up with a greasy face,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, don't get super oily,P4R687,4,06 June 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Brand,34,4.764705882352941,0, Very gentle,27,23,4.695652173913044,4.703703703703703,, ot get over how much I like this brand,P4R688,5,04 June 2020,Yes,Yes,No,1,1,,Aging
Negative,,,,Brand,34,4.764705882352941,0, Very gentle,27,23,4.695652173913044,4.703703703703703,, ot get over how much I like this brand,P4R688,5,04 June 2020,Yes,Yes,No,1,1,,Aging
Positive,,,,Skin,700,4.817142857142857,28, combination skin,16,16,4.6875,4.6875,, good for sensitive skin,P4R689,3,04 June 2020,No,No,No,7,7,,Aging
Negative,,,,Skin,699,4.816881258941344,28, combination skin,16,16,4.6875,4.6875,, good for sensitive skin,P4R689,3,04 June 2020,No,No,No,7,7,,Aging
Positive,,,,Demographic,54,4.962962962962963,2, very dry T-Zone quickly,13,13,5.0,5.0,, am 26,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Positive,,,,Demographic,54,4.962962962962963,4, combination acne prone skin,5,5,5.0,5.0,,,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Positive,,,,Skin,700,4.817142857142857,21, combination acne prone skin,32,32,4.96875,4.96875,, hormonal acne,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Positive,,,,Skin,700,4.817142857142857,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema on my face,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Positive,,,,Skin,700,4.817142857142857,35, thicker,7,7,4.0,4.0,,,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Positive,,,,Performance,76,4.921052631578948,3, very dry T-Zone quickly,7,7,5.0,5.0,, helped to calm,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Negative,,,,Demographic,54,4.962962962962963,2, very dry T-Zone quickly,13,13,5.0,5.0,, am 26,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Negative,,,,Demographic,54,4.962962962962963,4, combination acne prone skin,5,5,5.0,5.0,,,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Negative,,,,Skin,699,4.816881258941344,21, combination acne prone skin,32,32,4.96875,4.96875,, hormonal acne,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Negative,,,,Skin,699,4.816881258941344,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema on my face,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Negative,,,,Skin,699,4.816881258941344,36, thicker,7,7,4.0,4.0,,,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Negative,,,,Performance,76,4.921052631578948,3, very dry T-Zone quickly,7,7,5.0,5.0,, helped to calm,P4R690,5,02 June 2020,No,Yes,No,4,0,25-34,
Positive,,,,Skin,700,4.817142857142857,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R691,3,30 May 2020,No,Yes,No,13,0,,Acne
Negative,,,,Skin,699,4.816881258941344,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R691,3,30 May 2020,No,Yes,No,13,0,,Acne
Positive,,,,Skin,700,4.817142857142857,36, very moisturizing,4,4,5.0,5.0,, combination,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Skin,700,4.817142857142857,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, spot treatment for dry patches,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, absorbs quickly,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, switched to this to save money,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Negative,,,,Skin,699,4.816881258941344,35, very moisturizing,4,4,5.0,5.0,, combination,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Negative,,,,Skin,699,4.816881258941344,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, spot treatment for dry patches,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Negative,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, absorbs quickly,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Negative,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, switched to this to save money,P4R693,5,29 May 2020,Yes,Yes,No,16,1,,Blackheads
Positive,,,,Texture,241,4.775933609958506,3, Very gentle,19,18,4.722222222222222,4.7368421052631575,, deeply combats,P4R694,5,29 May 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, feel quite like this,P4R694,5,29 May 2020,Yes,Yes,No,5,0,,Aging
Negative,,,,Texture,241,4.775933609958506,3, Very gentle,19,18,4.722222222222222,4.7368421052631575,, deeply combats,P4R694,5,29 May 2020,Yes,Yes,No,5,0,,Aging
Negative,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, feel quite like this,P4R694,5,29 May 2020,Yes,Yes,No,5,0,,Aging
Positive,,,,Skin,700,4.817142857142857,7, this brand is vegan AND cruelty free,11,11,4.909090909090909,4.909090909090909,, perioral dermatitis,P4R695,5,29 May 2020,No,Yes,Yes,3,1,45-54,Dullness
Positive,,,,Sentiment,119,4.9411764705882355,5, combination acne prone skin,10,10,5.0,5.0,, holy grail,P4R695,5,29 May 2020,No,Yes,Yes,3,1,45-54,Dullness
Positive,,,,Sentiment,119,4.9411764705882355,1, calm any redness,19,15,4.933333333333334,4.947368421052632,, creams by my dermatologist,P4R695,5,29 May 2020,No,Yes,Yes,3,1,45-54,Dullness
Negative,,,,Skin,699,4.816881258941344,7, this brand is vegan AND cruelty free,11,11,4.909090909090909,4.909090909090909,, perioral dermatitis,P4R695,5,29 May 2020,No,Yes,Yes,3,1,45-54,Dullness
Negative,,,,Sentiment,119,4.9411764705882355,5, combination acne prone skin,10,10,5.0,5.0,, holy grail,P4R695,5,29 May 2020,No,Yes,Yes,3,1,45-54,Dullness
Negative,,,,Sentiment,119,4.9411764705882355,1, calm any redness,19,15,4.933333333333334,4.947368421052632,, creams by my dermatologist,P4R695,5,29 May 2020,No,Yes,Yes,3,1,45-54,Dullness
Positive,,,,Motivation,75,4.386666666666667,4, Very gentle,17,17,4.823529411764706,4.823529411764706,, dry skin,P4R696,4,27 May 2020,No,Yes,No,6,0,,Sensitivity
Positive,,,,Application,74,4.797297297297297,3, absorbs very well,16,16,4.6875,4.6875,, my sunscreen moisturizer,P4R696,4,27 May 2020,No,Yes,No,6,0,,Sensitivity
Positive,,,,Application,74,4.797297297297297,7, never caused an acne flare,5,5,4.8,4.8,,,P4R696,4,27 May 2020,No,Yes,No,6,0,,Sensitivity
Positive,,,,Performance,76,4.921052631578948,4, Very gentle,10,10,4.7,4.7,, oes seem to hydrate well,P4R696,4,27 May 2020,No,Yes,No,6,0,,Sensitivity
Negative,,,,Motivation,75,4.386666666666667,4, Very gentle,17,17,4.823529411764706,4.823529411764706,, dry skin,P4R696,4,27 May 2020,No,Yes,No,6,0,,Sensitivity
Negative,,,,Application,74,4.797297297297297,3, absorbs very well,16,16,4.6875,4.6875,, my sunscreen moisturizer,P4R696,4,27 May 2020,No,Yes,No,6,0,,Sensitivity
Negative,,,,Application,74,4.797297297297297,7, never caused an acne flare,5,5,4.8,4.8,,,P4R696,4,27 May 2020,No,Yes,No,6,0,,Sensitivity
Negative,,,,Performance,76,4.921052631578948,4, Very gentle,10,10,4.7,4.7,, oes seem to hydrate well,P4R696,4,27 May 2020,No,Yes,No,6,0,,Sensitivity
Positive,,,,Skin,700,4.817142857142857,3, Read reviews on this product,24,23,4.869565217391305,4.875,, my dry skin,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,700,4.817142857142857,19, does NOT leave skin oily/greasy,16,13,4.6923076923076925,4.75,, less irritable,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,700,4.817142857142857,39, this one is PERFECTION,14,14,4.571428571428571,4.571428571428571,, sensitive,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, doesn’t make my skin feel oily at all,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Negative,,,,Skin,699,4.816881258941344,3, Read reviews on this product,24,23,4.869565217391305,4.875,, my dry skin,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Negative,,,,Skin,699,4.816881258941344,19, does NOT leave skin oily/greasy,16,13,4.6923076923076925,4.75,, less irritable,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Negative,,,,Skin,699,4.816881258941344,39, this one is PERFECTION,14,14,4.571428571428571,4.571428571428571,, sensitive,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Negative,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, doesn’t make my skin feel oily at all,P4R697,5,27 May 2020,No,Yes,No,8,0,,Acne
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, skin is very dry,P4R698,5,27 May 2020,No,Yes,No,16,0,,Acne
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, skin is very dry,P4R698,5,27 May 2020,No,Yes,No,16,0,,Acne
Positive,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, very think cream,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, completely get absorbed,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Odor,51,4.705882352941177,1, calm any redness,14,14,4.714285714285714,4.714285714285714,, subtle clean scent,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Negative,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, very think cream,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Negative,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, completely get absorbed,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Negative,,,,Odor,51,4.705882352941177,1, calm any redness,14,14,4.714285714285714,4.714285714285714,, subtle clean scent,P4R699,4,27 May 2020,Yes,Yes,No,5,1,,Acne
Positive,,,,Skin,700,4.817142857142857,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, very dry skin,P4R700,5,25 May 2020,No,Yes,No,6,3,,Sensitivity
Positive,,,,Skin,700,4.817142857142857,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, struggle with kp,P4R700,5,25 May 2020,No,Yes,No,6,3,,Sensitivity
Positive,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, drunken elephant moisturizer,P4R700,5,25 May 2020,No,Yes,No,6,3,,Sensitivity
Positive,,,,Application,74,4.797297297297297,3, absorbs very well,16,16,4.6875,4.6875,, face oil,P4R700,5,25 May 2020,No,Yes,No,6,3,,Sensitivity
Negative,,,,Skin,699,4.816881258941344,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, very dry skin,P4R700,5,25 May 2020,No,Yes,No,6,3,,Sensitivity
Negative,,,,Skin,699,4.816881258941344,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, struggle with kp,P4R700,5,25 May 2020,No,Yes,No,6,3,,Sensitivity
Negative,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, drunken elephant moisturizer,P4R700,5,25 May 2020,No,Yes,No,6,3,,Sensitivity
Negative,,,,Application,74,4.797297297297297,3, absorbs very well,16,16,4.6875,4.6875,, face oil,P4R700,5,25 May 2020,No,Yes,No,6,3,,Sensitivity
Positive,,,,Skin,700,4.817142857142857,12, because I started watching a lot of skincare,11,11,5.0,5.0,, my hands were cracked and dry,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
Positive,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, skin is soft and smooth,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
Negative,,,,Skin,699,4.816881258941344,12, because I started watching a lot of skincare,11,11,5.0,5.0,, my hands were cracked and dry,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
Negative,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, skin is soft and smooth,P4R701,5,23 May 2020,No,Yes,No,1,1,,Aging
Positive,,,,Skin,700,4.817142857142857,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, keeps my eczema at bay,P4R702,5,22 May 2020,No,Yes,Yes,6,0,18-24,
Positive,,,,Brand,34,4.764705882352941,0, Very gentle,27,23,4.695652173913044,4.703703703703703,, Thanks for having my back,P4R702,5,22 May 2020,No,Yes,Yes,6,0,18-24,
Positive,,,,Brand,34,4.764705882352941,1, very dry T-Zone quickly,7,7,5.0,5.0,, First Aid!,P4R702,5,22 May 2020,No,Yes,Yes,6,0,18-24,
Negative,,,,Skin,699,4.816881258941344,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, keeps my eczema at bay,P4R702,5,22 May 2020,No,Yes,Yes,6,0,18-24,
Negative,,,,Brand,34,4.764705882352941,0, Very gentle,27,23,4.695652173913044,4.703703703703703,, Thanks for having my back,P4R702,5,22 May 2020,No,Yes,Yes,6,0,18-24,
Negative,,,,Brand,34,4.764705882352941,1, very dry T-Zone quickly,7,7,5.0,5.0,, First Aid!,P4R702,5,22 May 2020,No,Yes,Yes,6,0,18-24,
Positive,,,,Skin,700,4.817142857142857,14, Age is [35],12,11,4.7272727272727275,4.5,, super dry skin,P4R704,2,22 May 2020,No,No,No,8,27,25-34,
Negative,,,,Skin,699,4.816881258941344,14, Age is [35],12,11,4.7272727272727275,4.5,, super dry skin,P4R704,2,22 May 2020,No,No,No,8,27,25-34,
Positive,,,,Motivation,75,4.386666666666667,3, calm any redness,11,8,4.5,4.636363636363637,, I got a sample of this to start,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Sentiment,119,4.9411764705882355,1, calm any redness,19,15,4.933333333333334,4.947368421052632,, best face/body cream,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, drinks it in without being greasy,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, not be greasy,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Demographic,54,4.962962962962963,3, Very gentle,16,15,4.933333333333334,4.9375,, use it on my face(dry),P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Allergy,44,4.840909090909091,2, calm any redness,6,5,5.0,5.0,, not end up with breakouts on my face,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Motivation,75,4.386666666666667,3, calm any redness,11,8,4.5,4.636363636363637,, I got a sample of this to start,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Sentiment,119,4.9411764705882355,1, calm any redness,19,15,4.933333333333334,4.947368421052632,, best face/body cream,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, drinks it in without being greasy,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, not be greasy,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Demographic,54,4.962962962962963,3, Very gentle,16,15,4.933333333333334,4.9375,, use it on my face(dry),P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Allergy,44,4.840909090909091,2, calm any redness,6,5,5.0,5.0,, not end up with breakouts on my face,P4R705,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Motivation,75,4.386666666666667,3, calm any redness,11,8,4.5,4.636363636363637,, I got a sample of this to start,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Sentiment,119,4.9411764705882355,1, calm any redness,19,15,4.933333333333334,4.947368421052632,, best face/body cream,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, drinks it in without being greasy,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, not be greasy,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Skin,700,4.817142857142857,5, redness gone,43,41,4.634146341463414,4.651162790697675,, amazing how it can moisturize all of me,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Motivation,75,4.386666666666667,3, calm any redness,11,8,4.5,4.636363636363637,, I got a sample of this to start,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Sentiment,119,4.9411764705882355,1, calm any redness,19,15,4.933333333333334,4.947368421052632,, best face/body cream,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, drinks it in without being greasy,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, not be greasy,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Negative,,,,Skin,699,4.816881258941344,5, redness gone,43,41,4.634146341463414,4.651162790697675,, amazing how it can moisturize all of me,P4R706,5,21 May 2020,No,Yes,Yes,8,2,,Aging
Positive,,,,Skin,700,4.817142857142857,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, dry,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,700,4.817142857142857,29, Tub size is quite large,7,4,5.0,5.0,, red,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Texture,241,4.775933609958506,2, absorbs it immediately,14,12,4.833333333333333,4.857142857142857,, rich but not so that it would clog my pores,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
